Time,Depth 1,Load 1,Depth 2,Load 2,Depth 3,Load 3,Depth 4,Load 4
9.03273,47.02064,0.60507,50.28778,0.59942,45.61347,0.51694,69.05038,0.59308
9.0436,46.74549,0.6031,50.1757,0.59708,45.61548,0.51477,69.16438,0.59087
9.05455,47.11565,0.60063,49.75327,0.59545,45.17755,0.51255,69.66805,0.58856
9.06552,46.72433,0.59852,50.47938,0.59278,45.29641,0.51048,69.44631,0.58679
9.07558,46.99797,0.59658,50.26721,0.59054,45.69594,0.5081,69.4098,0.58448
9.08652,46.87486,0.59425,49.93283,0.58841,45.41761,0.50641,69.3024,0.5819
9.09752,47.14672,0.59253,50.07547,0.58642,45.26713,0.50376,69.34315,0.58042
9.10847,46.74659,0.58976,50.0037,0.58417,44.87905,0.50102,69.35186,0.5783
9.11848,46.65767,0.58784,49.91917,0.58234,45.11447,0.49942,69.29972,0.57639
9.12938,46.90592,0.58566,49.95465,0.58001,45.06176,0.4972,68.98356,0.57384
9.13942,46.75573,0.58345,49.9859,0.57832,45.05567,0.49522,69.07384,0.57199
9.1504,46.09396,0.58152,49.79065,0.57566,45.14921,0.49297,68.64245,0.56989
9.16134,46.64633,0.57936,49.66004,0.57352,44.73749,0.49084,69.18661,0.56772
9.17138,46.45848,0.5768,49.78253,0.57104,45.03528,0.4884,69.05266,0.5656
9.18225,46.15284,0.57518,49.54533,0.56934,44.71162,0.4867,68.79144,0.56358
9.19319,46.26325,0.57287,49.60616,0.56719,44.85475,0.48445,68.7012,0.56112
9.20325,45.688,0.57105,49.21484,0.56515,44.86483,0.48236,68.4446,0.55912
9.21327,46.03109,0.56904,49.82881,0.56292,44.47255,0.48018,68.25337,0.55695
9.22424,46.26147,0.56678,49.42619,0.56078,44.27546,0.47781,68.66254,0.55473
9.23523,46.33189,0.56471,49.3592,0.55812,44.92943,0.47578,68.50554,0.55281
9.24525,46.30456,0.56277,49.44279,0.5566,44.59889,0.47376,68.53862,0.55057
9.25621,45.79669,0.56039,49.37557,0.55444,44.13603,0.47186,68.62339,0.54853
9.26622,46.03291,0.55838,49.28105,0.55207,44.61414,0.46955,68.56875,0.54657
9.27725,45.45649,0.55662,49.03531,0.55016,44.52517,0.46733,68.18356,0.5444
9.28821,45.89765,0.55401,49.1085,0.54798,44.32679,0.46539,68.40459,0.54239
9.29924,45.65869,0.5521,48.69647,0.54595,44.28726,0.4632,68.21369,0.53977
9.31023,45.70463,0.54962,49.26907,0.54381,44.0005,0.46091,68.34644,0.53802
9.32125,45.59919,0.54795,49.21543,0.54175,44.11743,0.4591,67.97916,0.53578
9.33196,45.52542,0.54528,48.79395,0.53965,44.15212,0.4566,68.22091,0.53383
9.34221,45.95049,0.54324,49.32765,0.53765,44.36324,0.45424,67.95103,0.53158
9.35302,45.96883,0.54143,49.11418,0.53523,43.76636,0.45229,68.08761,0.52959
9.36396,45.58684,0.53888,49.01544,0.53304,44.08843,0.45029,68.08507,0.5279
9.37496,45.78111,0.53668,48.8803,0.53086,43.57142,0.44825,68.03754,0.52528
9.38593,45.89838,0.53459,48.85044,0.52889,43.72038,0.44602,67.3016,0.52309
9.39688,45.61608,0.53233,48.996,0.52672,44.14282,0.44409,67.34235,0.5211
9.40779,45.16564,0.53047,48.46112,0.5245,43.90527,0.44188,67.4214,0.51892
9.41786,45.28471,0.52816,48.94631,0.52278,43.88558,0.43976,67.50528,0.51668
9.42883,45.49805,0.52603,48.75624,0.52036,43.74732,0.43766,67.13337,0.51477
9.4398,45.11777,0.52389,48.51799,0.51833,43.93221,0.43552,67.61373,0.51248
9.45068,45.39562,0.52172,48.66624,0.51622,43.29132,0.43357,67.33448,0.51031
9.46071,45.08488,0.51965,48.44325,0.51439,43.37296,0.43125,67.2244,0.50823
9.47175,45.09848,0.51738,48.79204,0.512,43.91297,0.42887,67.24162,0.50636
9.48265,44.97134,0.51522,48.80867,0.50937,43.30994,0.42681,67.02959,0.50415
9.49368,45.50204,0.51301,48.30749,0.50766,43.5304,0.42468,67.47404,0.50188
9.50468,45.16566,0.51081,48.34687,0.50559,43.45214,0.42251,67.21929,0.49955
9.51557,45.18962,0.50883,48.49285,0.50295,43.15492,0.4207,67.04715,0.49773
9.5266,44.99207,0.50645,48.29629,0.50109,42.80795,0.41833,67.32202,0.49553
9.53663,44.98772,0.50444,48.53619,0.49872,42.94745,0.41627,67.04104,0.49321
9.54755,45.31387,0.50224,48.33564,0.49707,43.48099,0.41447,66.75239,0.49137
9.55849,44.94138,0.50004,48.35909,0.49484,43.13103,0.41255,66.99026,0.48941
9.5685,45.16005,0.49807,47.96167,0.4929,43.20296,0.40992,66.8327,0.48676
9.57948,44.51831,0.49554,47.84236,0.49079,43.01979,0.40785,67.05641,0.48497
9.59046,44.62206,0.4937,47.80666,0.48845,42.92336,0.40557,66.8735,0.48299
9.60134,44.33752,0.49205,47.91031,0.4865,42.93736,0.40342,66.80291,0.48125
9.61135,44.7723,0.48939,47.86941,0.48426,42.75063,0.40122,66.46045,0.479
9.62135,44.14621,0.4875,47.53627,0.48226,42.78298,0.39921,66.87804,0.47677
9.63226,44.63482,0.48536,47.90552,0.48007,42.67783,0.39699,66.41397,0.4742
9.64322,44.44545,0.48317,47.83472,0.47794,42.42854,0.39498,66.72767,0.47247
9.65323,44.44073,0.48119,47.81949,0.47571,42.50241,0.39258,66.28326,0.47047
9.66324,44.48535,0.47915,47.71815,0.47363,42.73361,0.39063,66.37167,0.46769
9.67325,44.08732,0.47762,47.53687,0.47132,42.65686,0.38867,66.32124,0.46607
9.68421,44.15525,0.47493,47.42577,0.46943,42.45944,0.38642,65.80562,0.46409
9.69423,44.25362,0.47306,47.69362,0.46701,42.25062,0.38438,65.86427,0.46141
9.70522,44.21501,0.471,47.34357,0.46493,42.20502,0.38225,66.05335,0.45977
9.71623,44.37002,0.4686,47.1314,0.46263,42.83085,0.38004,65.67992,0.45746
9.72721,44.25981,0.46595,47.4207,0.46058,42.61585,0.37808,65.86437,0.45554
9.73817,44.20121,0.46425,47.05961,0.45859,42.65307,0.37607,65.8424,0.45329
9.749,43.96218,0.46198,47.46038,0.45628,42.46343,0.37433,65.8758,0.45077
9.75996,43.79829,0.45988,46.90752,0.45446,42.25923,0.37166,65.24464,0.44917
9.76996,43.64214,0.45794,47.26573,0.45208,42.25474,0.3693,65.31557,0.44697
9.78094,44.08549,0.45579,46.89626,0.44993,42.25246,0.36716,65.67901,0.44507
9.79191,43.81791,0.45359,47.21123,0.4478,42.33401,0.36545,65.91525,0.44267
9.80287,44.06903,0.4514,47.09234,0.44553,42.12326,0.36321,65.57838,0.44084
9.81382,43.58342,0.44911,47.01961,0.44349,41.97659,0.36143,65.33853,0.43875
9.82384,43.12258,0.44718,46.7808,0.44088,41.70182,0.35923,65.46513,0.43631
9.83476,43.61499,0.44497,46.83764,0.43906,42.24888,0.35665,65.42635,0.43438
9.84577,43.17458,0.44264,46.77952,0.43711,41.93848,0.35498,65.49655,0.43247
9.85669,43.54569,0.4406,46.95735,0.43497,41.6051,0.35273,65.02439,0.43018
9.86761,43.65036,0.43788,46.32659,0.4327,42.10263,0.35059,64.86003,0.42806
9.87859,43.23518,0.43617,46.51287,0.42993,42.09687,0.34871,64.95386,0.42606
9.88863,43.58007,0.43418,46.59092,0.42837,41.62558,0.34698,65.38051,0.42389
9.89865,43.21036,0.43213,46.58317,0.42607,42.00592,0.34414,65.04679,0.42184
9.90958,43.45294,0.43025,46.18502,0.4242,41.59098,0.34236,64.79883,0.41988
9.92054,43.55324,0.42787,46.14673,0.42189,41.49197,0.34023,64.8429,0.41785
9.93154,43.2009,0.4254,46.12078,0.41966,41.64667,0.33807,64.53096,0.41549
9.94249,43.07649,0.4234,46.04145,0.41761,41.41885,0.33596,64.82481,0.4135
9.95348,43.28238,0.42114,46.04379,0.41532,41.0395,0.33421,64.65558,0.41139
9.9643,43.15464,0.41913,46.2437,0.41338,41.13181,0.3315,64.31355,0.40915
9.9744,43.20615,0.41713,45.75562,0.41147,41.33768,0.32952,64.50675,0.4071
9.98537,42.69136,0.41482,45.87454,0.40918,41.3536,0.32713,64.29246,0.4047
9.99635,42.80861,0.41273,45.78879,0.40704,41.67932,0.32523,64.28442,0.403
10.00725,42.80584,0.41057,46.23539,0.40487,40.85318,0.32317,64.66146,0.40097
10.01823,42.67181,0.40869,46.34359,0.40286,41.21059,0.32103,64.18639,0.3989
10.02848,42.87382,0.40624,45.89872,0.40065,41.07695,0.31885,64.25369,0.3966
10.03852,42.76893,0.40424,45.53251,0.39875,40.86782,0.31683,64.05371,0.39458
10.04858,42.30524,0.40232,45.76039,0.39626,40.85396,0.31438,64.26642,0.39226
10.05949,43.08816,0.40017,45.66132,0.39413,41.0392,0.31239,64.4075,0.39053
10.06949,42.64143,0.39852,45.68088,0.39172,40.95628,0.31097,64.12791,0.38829
10.08052,42.63962,0.396,45.38737,0.38994,40.72553,0.30823,63.98071,0.38552
10.09157,42.71982,0.39373,45.32494,0.3879,40.55198,0.30621,63.88099,0.38407
10.10247,42.39921,0.39168,44.99082,0.38587,40.41026,0.30363,64.0801,0.38187
10.11249,42.23707,0.38956,45.34276,0.38386,40.75864,0.3018,63.58561,0.38023
10.12349,41.76154,0.38734,45.3022,0.3819,40.81825,0.29971,64.21898,0.37785
10.13447,42.0632,0.38499,45.21839,0.3795,40.69919,0.29753,63.76139,0.37549
10.14547,42.22261,0.38306,44.75981,0.37749,40.18671,0.2955,63.71864,0.3735
10.15549,42.41639,0.38097,44.8684,0.37515,40.70893,0.29309,63.37755,0.37172
10.16649,42.14473,0.37904,44.97603,0.37309,40.79639,0.29111,63.74466,0.36913
10.17746,41.90643,0.37661,44.84934,0.37032,40.6808,0.28916,63.54104,0.36718
10.18747,42.21147,0.3747,44.38693,0.36879,40.18483,0.28712,63.4877,0.36486
10.19844,42.02745,0.37236,44.48968,0.36664,40.1635,0.28479,63.27577,0.36275
10.2085,42.05256,0.37021,44.63403,0.36452,39.95348,0.28278,62.88356,0.36054
10.21947,41.74194,0.36824,44.19299,0.36237,40.49708,0.28053,63.05572,0.35803
10.22948,41.79789,0.36623,44.48553,0.36022,39.90236,0.27909,63.30629,0.35633
10.24047,41.26668,0.36417,44.17749,0.35804,39.5486,0.27641,62.72216,0.35412
10.25143,41.40066,0.36188,44.01863,0.35588,39.92926,0.27432,62.90337,0.35172
10.26146,41.61051,0.35991,44.2439,0.35307,39.8649,0.27257,62.36098,0.34995
10.27148,41.4949,0.3579,43.8477,0.35187,40.01346,0.26984,62.98956,0.34724
10.28247,41.21446,0.35571,44.01342,0.34968,39.78196,0.26816,62.52123,0.34638
10.29342,40.85258,0.35352,43.95139,0.34756,39.74999,0.26599,62.4925,0.34361
10.30345,41.29149,0.35117,43.89904,0.34502,39.48977,0.26417,62.38606,0.34151
10.31347,41.13631,0.34912,43.49318,0.34332,39.70381,0.26163,62.33431,0.33935
10.3244,41.05218,0.34733,43.50624,0.34121,39.61127,0.26012,62.25531,0.3373
10.33441,40.48667,0.34536,43.49687,0.33885,39.46332,0.25783,62.42529,0.33513
10.34442,41.09585,0.34335,43.10009,0.33687,39.68254,0.25526,62.27938,0.33297
10.35445,40.66735,0.34157,42.88662,0.33511,39.53273,0.25304,62.31344,0.33076
10.36545,40.67589,0.33913,42.86905,0.33266,39.43727,0.25082,62.1316,0.32891
10.37639,40.82457,0.33753,43.1876,0.33046,39.53338,0.24887,62.46631,0.3264
10.38732,40.91924,0.33482,42.36314,0.329,39.57868,0.24689,61.95856,0.32421
10.3983,40.5734,0.33264,42.55266,0.32604,39.09056,0.24499,61.80295,0.32197
10.4092,40.692,0.33028,42.74568,0.32408,39.02976,0.2425,61.5194,0.32003
10.42017,40.33453,0.32828,42.27157,0.32192,38.9055,0.241,61.66865,0.31771
10.43021,40.27169,0.32618,42.01771,0.31995,38.88,0.23811,61.66344,0.31522
10.44122,40.41318,0.32402,42.08755,0.31796,38.63306,0.23597,61.05245,0.31361
10.45222,40.40917,0.32182,41.55136,0.31613,39.11838,0.23378,61.48784,0.31133
10.46323,39.99741,0.31988,41.64696,0.31364,38.65735,0.23171,61.15419,0.30906
10.47325,40.24624,0.31766,41.43676,0.31169,38.73058,0.22959,61.31155,0.30708
10.48419,39.78258,0.31548,41.5083,0.30923,38.34217,0.22792,61.04719,0.30512
10.4942,39.22591,0.31352,41.42247,0.30736,38.78823,0.22561,60.92742,0.30297
10.50504,39.75221,0.31134,40.94998,0.30532,38.29202,0.22312,61.18534,0.30089
10.51604,39.43465,0.30914,41.01568,0.303,37.63912,0.22131,61.14396,0.29873
10.5262,39.20221,0.30715,40.87794,0.30091,38.29343,0.21881,60.40373,0.29718
10.53696,38.95911,0.30505,40.42162,0.29894,38.19864,0.21605,61.14271,0.29446
10.54697,38.8369,0.30297,40.2972,0.29666,38.28472,0.21439,60.83593,0.29228
10.55792,38.91837,0.30069,40.00304,0.29466,37.99537,0.21254,60.56058,0.29016
10.5689,38.5823,0.29859,39.44282,0.2925,38.03321,0.21053,60.60014,0.28792
10.57988,39.02941,0.2963,39.61056,0.29029,37.46773,0.20814,60.27192,0.28622
10.59083,38.28809,0.2943,39.36809,0.28836,37.62665,0.20628,60.27715,0.28375
10.60087,38.23684,0.29229,39.06614,0.28598,37.36675,0.20416,60.08746,0.2818
10.61177,38.45564,0.29015,39.11168,0.28423,37.3477,0.20167,60.4484,0.27906
10.62179,38.3196,0.28817,38.66414,0.28213,37.33634,0.19996,59.95198,0.27739
10.63275,38.35516,0.28593,38.4886,0.2802,37.40892,0.19786,59.86367,0.2749
10.64373,37.49694,0.28348,38.50027,0.27778,37.24219,0.19579,59.9711,0.27314
10.65373,37.91666,0.28184,38.18508,0.27597,37.59738,0.19348,59.53541,0.27129
10.66463,37.78196,0.27961,37.82895,0.27387,37.2067,0.1914,59.69246,0.26907
10.67559,37.53101,0.27749,37.93485,0.2719,37.06335,0.18976,59.78865,0.26654
10.68654,37.07965,0.27533,37.43052,0.26977,36.60146,0.18702,59.25434,0.2647
10.6966,37.1293,0.27327,37.55659,0.26772,36.70445,0.18486,59.19831,0.26284
10.7076,36.84095,0.27111,37.4806,0.26557,36.23609,0.18285,59.15372,0.26058
10.71852,36.78355,0.26901,37.29086,0.26339,36.50679,0.18056,59.42792,0.25836
10.72948,36.45286,0.26668,37.16083,0.26147,36.14614,0.1785,58.94055,0.25617
10.73948,36.17421,0.2648,36.58629,0.25932,35.78588,0.17638,59.15357,0.25399
10.75046,36.0508,0.26265,36.38875,0.25703,36.2314,0.17413,58.80926,0.2519
10.76135,35.80363,0.26018,35.62084,0.25518,35.84751,0.17139,58.35418,0.24994
10.77236,35.67966,0.25835,35.5373,0.25294,35.69475,0.16978,58.38068,0.24791
10.78335,35.10947,0.25619,35.73681,0.25092,35.41253,0.167,58.0613,0.24566
10.79433,35.22923,0.25393,35.29162,0.24879,35.5407,0.16597,58.20215,0.24356
10.80531,34.79991,0.25179,35.22993,0.24662,35.2656,0.16338,57.80185,0.24129
10.81625,34.68247,0.24976,34.99005,0.2447,35.23586,0.16173,57.90322,0.23871
10.82724,34.15724,0.24755,34.87214,0.24247,34.8931,0.15905,57.63432,0.2369
10.83725,34.25182,0.24544,34.68207,0.24031,34.78893,0.15651,57.86537,0.23499
10.84822,34.20164,0.24319,33.91093,0.23804,35.13821,0.15474,57.29766,0.23338
10.85923,33.51994,0.24122,33.81706,0.23583,34.45619,0.15274,57.35978,0.23095
10.86948,33.85837,0.23913,33.40721,0.23407,34.87773,0.15052,57.84208,0.22885
10.88046,33.82358,0.23696,33.41181,0.23191,34.26262,0.14817,57.18543,0.22613
10.89132,33.62004,0.23479,33.49798,0.2296,34.04287,0.14629,57.14409,0.2244
10.90134,33.04323,0.23281,33.10025,0.22752,34.0646,0.14417,56.71918,0.22288
10.91196,32.8912,0.23106,32.59656,0.22562,33.91471,0.14245,56.40205,0.22014
10.92219,32.78598,0.22873,32.96452,0.22315,34.09337,0.14036,56.0923,0.21807
10.93298,32.44706,0.22655,32.50048,0.22104,34.10953,0.13814,56.17715,0.2166
10.94394,32.36069,0.22446,31.95804,0.21929,33.50228,0.13601,55.94991,0.21379
10.954,32.38934,0.22236,31.8918,0.21685,33.31004,0.13393,56.26328,0.21182
10.96495,31.87507,0.22018,31.74398,0.21416,32.78274,0.13166,56.38502,0.20949
10.97574,31.65146,0.2181,31.62379,0.21255,32.84788,0.13,56.10633,0.20757
10.98577,31.66308,0.21609,31.22314,0.21035,32.91202,0.12728,55.6562,0.20536
10.99679,31.29715,0.2139,31.56314,0.20812,33.01179,0.12509,55.52258,0.20313
11.00777,31.22841,0.21183,30.94106,0.20624,32.42202,0.12295,55.31227,0.20104
11.01875,31.20089,0.20965,30.79941,0.20407,31.87271,0.12089,55.21288,0.19905
11.0288,30.69692,0.20757,30.26291,0.20201,31.47222,0.11833,55.15501,0.19715
11.04071,30.59498,0.20512,30.11598,0.19996,31.79463,0.11688,55.1609,0.19474
11.05075,30.11084,0.20325,29.89796,0.19771,31.6282,0.11489,55.13529,0.19269
11.06168,29.8806,0.20053,29.56354,0.19565,31.43208,0.11273,54.10517,0.19114
11.0717,30.0949,0.19905,29.62175,0.19361,31.2952,0.11074,54.91072,0.18855
11.08261,29.40126,0.19696,29.20549,0.19145,31.13784,0.10847,54.75574,0.18649
11.09363,29.2301,0.19468,28.69304,0.18918,30.57201,0.10635,54.48352,0.18444
11.10461,29.3072,0.19258,28.48307,0.1873,30.90259,0.1037,53.97804,0.18216
11.11552,29.03988,0.19044,28.37197,0.18508,29.93016,0.10205,54.05158,0.1801
11.12552,28.89377,0.18871,27.77307,0.18277,30.28268,0.10004,53.58289,0.17812
11.13561,28.69837,0.18641,28.30871,0.18077,29.73336,0.09766,53.69129,0.17667
11.1465,28.39176,0.18421,28.16864,0.17868,29.84188,0.09563,53.96678,0.17394
11.15654,28.1228,0.18231,27.52359,0.17629,29.89762,0.09398,53.46841,0.17176
11.16654,27.85107,0.17994,27.21286,0.17432,29.45504,0.09136,53.09659,0.16955
11.17655,27.51679,0.17834,27.09593,0.17232,29.32618,0.08952,53.20533,0.1676
11.1875,27.51308,0.17621,27.00726,0.1702,28.88369,0.08743,52.75681,0.16534
11.19852,27.09651,0.17442,26.1356,0.1685,29.32556,0.08531,53.06237,0.16334
11.20933,27.22229,0.17193,26.13274,0.1661,29.13591,0.08325,53.0727,0.16124
11.21935,27.12584,0.16987,26.19292,0.16389,28.72257,0.08094,52.01148,0.15913
11.2294,26.98789,0.16782,25.55493,0.16256,28.32897,0.07846,52.31736,0.157
11.24034,26.82363,0.16551,26.11421,0.15982,28.35262,0.07672,52.54422,0.15467
11.25042,26.87076,0.16368,25.18836,0.15777,27.82264,0.07486,52.06971,0.15299
11.26142,26.3845,0.16158,25.13058,0.15498,27.99039,0.07256,51.73188,0.15084
11.27143,25.81764,0.15944,25.24331,0.15318,27.37698,0.07039,51.69365,0.14897
11.28237,25.72037,0.15741,24.49711,0.15162,27.36886,0.06901,51.70367,0.14661
11.29331,25.33463,0.1552,24.35319,0.14942,27.12677,0.06636,52.03158,0.14466
11.30426,25.18136,0.15302,24.20116,0.14745,26.21971,0.06409,51.04185,0.14279
11.31439,25.15903,0.15104,24.15994,0.14517,26.42987,0.06162,51.0198,0.14075
11.32529,25.16323,0.14893,23.82883,0.14298,25.9152,0.05977,50.91565,0.13821
11.33628,24.72937,0.14664,23.58084,0.14079,26.10358,0.05636,51.25392,0.13647
11.3463,24.3734,0.1447,23.50735,0.1388,25.99155,0.0544,50.60563,0.13441
11.35725,24.32576,0.14233,22.9949,0.13678,25.41504,0.05226,50.27137,0.13274
11.36729,24.28112,0.14052,23.13502,0.13472,25.01429,0.05009,50.30078,0.13023
11.37829,24.06628,0.1384,22.89589,0.13248,24.97348,0.04843,49.9208,0.12832
11.38924,23.62021,0.13556,22.27123,0.13055,24.65563,0.046,49.71502,0.12611
11.40032,23.84655,0.13399,22.59302,0.12874,24.37104,0.04396,49.8901,0.12416
11.41124,23.55095,0.13193,22.33625,0.1263,24.33031,0.04121,49.04382,0.12183
11.42224,22.81863,0.12982,22.0811,0.12431,24.16234,0.03965,49.60241,0.11988
11.43321,23.2033,0.12753,21.30346,0.1222,23.70323,0.03773,49.48457,0.11796
11.44323,22.79391,0.12558,21.09228,0.11998,23.50313,0.03575,48.61143,0.11576
11.45419,22.37297,0.12341,21.17977,0.11785,22.75698,0.03387,48.66577,0.11369
11.46425,22.76225,0.12136,20.5344,0.11588,22.90791,0.03139,48.40368,0.11163
11.47504,22.02831,0.11976,19.86261,0.11371,22.63666,0.02923,48.48327,0.10966
11.48588,21.67053,0.11713,20.22071,0.11175,22.52494,0.02748,48.5047,0.10729
11.49601,21.83455,0.11512,19.85052,0.1097,22.03875,0.02509,47.98628,0.10536
11.50697,21.83369,0.11273,20.16516,0.10766,21.77075,0.02292,47.53865,0.10333
11.5179,20.94799,0.11077,19.96916,0.10562,21.03657,0.02072,47.46687,0.10117
11.52892,21.29689,0.10877,19.372,0.10123,20.81777,0.01855,47.14245,0.09787
11.53983,20.81275,0.10648,18.64733,0.09971,21.07423,0.01656,46.85408,0.09602
11.55078,20.26863,0.10421,19.01357,0.09768,21.09016,0.01422,46.76989,0.09407
11.56778,20.06574,0.1013,18.46724,0.09575,20.48385,0.01214,46.44205,0.09195
11.57876,20.08755,0.09908,18.59891,0.0933,19.72702,0.01001,46.44429,0.09002
11.5897,20.20992,0.09693,18.28501,0.0914,19.88862,0.00772,46.42363,0.08771
11.59973,20.01598,0.09496,17.8872,0.08944,19.59635,0.00562,45.65245,0.08564
11.61068,19.50901,0.09329,17.76376,0.08712,19.20144,0.00336,45.55122,0.08322
11.62164,19.41857,0.09059,17.0677,0.08501,19.24485,0.00161,45.2561,0.0814
11.63268,19.05257,0.08841,17.22008,0.08304,19.13614,-8.92E-04,44.88334,0.07893
11.64354,19.05422,0.08625,17.04789,0.08073,19.15563,-0.00305,44.68307,0.07705
11.65453,18.6967,0.08404,16.43494,0.07887,18.53832,-0.00516,44.07014,0.07488
11.66459,18.46356,0.08213,16.16167,0.0768,18.69498,-0.00726,43.84268,0.07275
11.67552,18.22767,0.07994,16.5553,0.07454,17.85912,-0.00943,43.35007,0.07075
11.68652,17.83782,0.07772,16.04838,0.07241,17.64964,-0.01167,42.80093,0.06866
11.69655,17.83594,0.07548,15.22946,0.07046,17.37506,-0.01334,42.53172,0.06645
11.70665,17.84256,0.07366,15.64648,0.06808,16.85551,-0.01543,42.13629,0.06435
11.7176,17.82128,0.07156,15.38427,0.0664,16.01706,-0.01787,42.29614,0.06276
11.72868,17.23753,0.0701,14.80455,0.06368,15.37676,-0.01968,41.87191,0.06006
11.73967,16.62017,0.06728,14.58881,0.06157,15.47815,-0.02183,41.72365,0.05824
11.74974,16.90771,0.06529,14.51867,0.05953,14.76273,-0.02403,40.81883,0.05631
11.76065,16.48704,0.06307,14.56706,0.05745,14.54652,-0.02621,40.96258,0.05387
11.77157,16.03024,0.06099,14.06794,0.05593,14.32181,-0.02818,40.68067,0.05248
11.78161,16.39097,0.05891,13.48757,0.05312,14.10173,-0.03029,40.17845,0.04971
11.79259,15.85533,0.05684,13.40109,0.05112,13.83405,-0.03242,39.75995,0.04774
11.80352,16.07534,0.05472,13.06925,0.04919,13.30469,-0.0347,39.53825,0.04585
11.81453,15.50604,0.05245,12.72319,0.04688,13.05124,-0.03662,39.18528,0.0436
11.8255,15.43764,0.04995,12.62153,0.04483,13.08559,-0.03837,38.71145,0.04151
11.83649,15.11285,0.04812,12.55821,0.04257,12.89748,-0.04067,38.53407,0.0396
11.84742,15.11571,0.04604,12.17047,0.04062,12.59806,-0.04287,37.86356,0.03752
11.85839,14.33371,0.04375,12.00478,0.03852,,,37.79233,0.03548
11.86927,14.36897,0.04161,12.09454,0.03572,,,37.31212,0.03298
11.87932,14.23826,0.03962,10.78718,0.03421,,,36.54961,0.03152
11.88934,14.21093,0.0372,11.02838,0.03202,,,36.53931,0.0292
11.89939,13.80522,0.03572,10.98382,0.02929,,,36.09211,0.02695
11.91026,13.92664,0.03351,10.62802,0.02775,,,35.62194,0.02495
11.92027,13.67149,0.03157,10.04041,0.02585,,,35.35565,0.02281
11.93123,12.96892,0.02944,10.06744,0.02413,,,34.50455,0.02061
11.9413,13.12038,0.02732,10.07593,0.02159,,,34.45599,0.01866
11.95229,12.56143,0.02521,9.76522,0.01965,,,34.2634,0.01668
11.96326,12.71018,0.02278,9.13609,0.01805,,,33.31393,0.0146
11.97419,12.26343,0.02092,9.08829,0.01553,,,32.71624,0.01241
11.98426,11.90737,0.01884,9.03992,0.01329,,,32.43895,0.01053
11.99524,11.70606,0.01707,8.90446,0.01104,,,32.15303,0.00796
12.00606,11.34852,0.0146,8.00724,0.00897,,,31.18836,0.00524
12.01615,11.03899,0.01256,8.07846,0.00681,,,30.97799,0.00429
12.02704,11.06109,0.01041,7.9053,0.00458,,,30.23145,0.00167
12.03734,10.8336,0.00836,7.66909,0.00252,,,29.61168,-3.07E-04
12.04826,10.34975,0.00624,7.16339,4.95E-04,,,28.68876,-0.0017
12.05922,10.287,0.00374,,,,,,
12.0702,9.85755,0.00188,,,,,,
12.08023,9.84368,5.04E-06,,,,,,
